,ano,mes,qtd,distancia,calorias
0,2023,1,21,46.31,7996.0
1,2023,2,21,57.489999999999995,7154.0
2,2023,3,25,59.019999999999996,6682.0
3,2023,4,26,37.17000000000001,7156.0
4,2023,5,25,39.02,7550.0
5,2023,6,20,40.95,5222.0
6,2023,7,29,45.07,8216.0
7,2023,8,27,57.989999999999995,9550.0
8,2023,9,26,98.39,9805.0
9,2023,10,19,30.26,7787.0
10,2023,11,28,71.79,8829.0
11,2023,12,23,43.319999999999986,7330.0
