,ano,mes,qtd,distancia,calorias
0,2024,1,26,45.169999999999995,7500.0
1,2024,2,19,24.450000000000003,6614.0
2,2024,3,22,46.46,7101.0
3,2024,4,25,44.73,6608.0
4,2024,5,26,55.13,7957.0
5,2024,6,26,45.589999999999996,6704.0
6,2024,7,31,72.2,9828.0
7,2024,8,22,66.83,8169.0
8,2024,9,29,72.21,10218.0
9,2024,10,25,51.339999999999996,8305.0
10,2024,11,22,63.61999999999999,7976.0
11,2024,12,13,31.07,4807.0
