,ano,mes,qtd,distancia,calorias
0,2022,1,17,49.410000000000004,4712.0
1,2022,2,13,32.58,3076.0
2,2022,3,17,33.78,3188.0
3,2022,4,14,23.96,2262.0
4,2022,5,13,25.24,2409.0
5,2022,6,4,19.97,1842.0
6,2022,7,6,26.87,2479.0
7,2022,8,18,44.589999999999996,4116.0
8,2022,9,26,66.18,7778.0
9,2022,10,19,47.94,6665.0
10,2022,11,26,51.230000000000004,8033.0
11,2022,12,24,69.16,9144.0
