,ano,mes,qtd,distancia,calorias
0,2025,1,27,52.720000000000006,9231.0
1,2025,2,21,47.81,8391.0
2,2025,3,27,55.56999999999999,8882.0
3,2025,4,23,53.36000000000001,8401.0
4,2025,5,24,215.08,11154.0
5,2025,6,16,58.36,8686.0
6,2025,7,19,53.11,7529.0
7,2025,8,25,71.64,9793.0
8,2025,9,0,0.0,0.0
9,2025,10,0,0.0,0.0
10,2025,11,0,0.0,0.0
11,2025,12,0,0.0,0.0
