,ano,mes,qtd,distancia,calorias
0,2020,1,0,0.0,0.0
1,2020,2,1,9.11,1117.0
2,2020,3,16,72.1,9514.0
3,2020,4,21,110.98,14284.0
4,2020,5,17,77.05,11279.0
5,2020,6,15,36.88,10168.0
6,2020,7,19,48.75999999999999,7357.0
7,2020,8,23,57.65,5966.0
8,2020,9,22,53.56999999999999,5265.0
9,2020,10,25,53.86,5404.0
10,2020,11,19,41.15,4053.0
11,2020,12,22,57.480000000000004,5637.0
