,ano,mes,Distance,tempo_min,Calories
0,2020.0,0.0,0.0,0.0,0.0
1,2020.0,1.0,9.11,92.76666666666668,1117.0
2,2020.0,2.0,72.1,694.3833333333333,9514.0
3,2020.0,3.0,110.98,1212.916666666667,14284.0
4,2020.0,4.0,77.05,930.8,11279.0
5,2020.0,5.0,36.88,924.5,10168.0
6,2020.0,6.0,48.75999999999999,1052.0166666666667,7356.408874511719
7,2020.0,7.0,57.65,891.8,5966.917205810547
8,2020.0,8.0,53.56999999999999,781.4166666666666,5263.287265777588
9,2020.0,9.0,53.86,839.7666666666667,5404.905010223389
10,2020.0,10.0,41.15,682.4666666666666,4052.754913330078
11,2020.0,11.0,57.480000000000004,848.9666666666667,5636.286972045898
