,Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time.1,Moving Time,Distance.1,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate.1,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort.1,Commute.1,Total Weight Lifted,From Upload,Grade Adjusted Distance,data_ano,data_mes,dia_semana,tempo_min
948,10671306910,"Jan 29, 2024, 11:42:01 PM",Treino academia,Weight Training,Academia Plataforma - Com Bernardo.,376,0.01,115.0,0.0,False,,,activities/11413618611.tcx.gz,,,376.0,7.0,11.399999618530272,1.4800000190734863,1.628571391105652,0.0,0.0,0.0,0.0,0.0,0.0,,,62.0,62.0,,114.85713958740234,,,392.0,,,0.0,0.0,,1.0,,2024,1,Segunda,6.266666666666667
949,10671307020,"Jan 31, 2024, 10:15:48 PM",Treino academia,Weight Training,Academia Plataforma - Com Bernardo.,3698,0.0,146.0,10.0,False,,,activities/11413618747.tcx.gz,,,3698.0,3698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,106.56219482421876,,,381.0,,,10.0,0.0,,1.0,,2024,1,Quarta,61.63333333333333
950,10671307026,"Jan 30, 2024, 10:32:41 PM",Treino academia,Weight Training,Academia Plataforma - Com Bernardo.,4922,0.0,126.0,11.0,False,,,activities/11413618675.tcx.gz,,,4922.0,4922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,95.55038452148438,,,453.0,,,11.0,0.0,,1.0,,2024,1,Terca,82.03333333333333
951,10680553892,"Feb 1, 2024, 10:07:18 PM",Treino academia,Weight Training,Academia Plataforma - Com Bernardo.,3993,0.0,130.0,11.0,False,,,activities/11423114520.tcx.gz,,,3993.0,3993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,105.07162475585938,,,443.0,,,11.0,0.0,,1.0,,2024,2,Quinta,66.55
952,10706997083,"Feb 5, 2024, 10:01:01 PM",Treino academia,Weight Training,Academia Plataforma - Com Bernardo.,5130,0.0,144.0,13.0,False,,,activities/11450598252.tcx.gz,,,5130.0,5130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,102.32923889160156,,,540.0,,,13.0,0.0,,1.0,,2024,2,Segunda,85.5
953,10714205855,"Feb 6, 2024, 10:17:31 PM",Treino academia,Weight Training,,4294,0.0,123.0,10.0,False,,,activities/11457987846.tcx.gz,,,4294.0,4294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,97.62552642822266,,,383.0,,,10.0,0.0,,1.0,,2024,2,Terca,71.56666666666666
954,10727415926,"Feb 8, 2024, 10:34:05 PM",Treino academia,Weight Training,,3294,0.0,137.0,9.0,False,,,activities/11471556149.tcx.gz,,,3294.0,3294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,108.85124206542967,,,391.0,,,9.0,0.0,,1.0,,2024,2,Quinta,54.9
955,10755486876,"Feb 9, 2024, 10:08:15 PM",Treino academia,Workout,,3529,0.0,135.0,9.0,False,,,activities/11500501515.tcx.gz,,,3529.0,3529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,104.09209442138672,,,385.0,,,9.0,0.0,,1.0,,2024,2,Sexta,58.81666666666667
956,10755487184,"Feb 13, 2024, 2:52:59 PM",Caminhada na UFPE,Walk,,2517,4.11,148.0,12.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11500501664.tcx.gz,,,2517.0,2517.0,4114.416015625,5.737579345703125,1.634650707244873,0.0,0.0,13.699999809265137,14.699999809265137,1.9730075597763064,0.0,,,70.0,60.218997955322266,,127.4856948852539,,,392.0,,,12.0,0.0,,1.0,,2024,2,Terca,41.95
957,10772649863,"Feb 14, 2024, 10:07:54 PM",Treino academia,Weight Training,Com Bernardo,4868,0.0,131.0,13.0,False,,,activities/11518165005.tcx.gz,,,4868.0,4868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,103.65489196777344,,,526.0,,,13.0,0.0,,1.0,,2024,2,Quarta,81.13333333333334
958,10772649950,"Feb 15, 2024, 10:24:22 PM",Treino academia,Weight Training,Com Bernardo,3873,0.0,130.0,9.0,False,,,activities/11518165155.tcx.gz,,,3873.0,3873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,100.4996109008789,,,393.0,,,9.0,0.0,,1.0,,2024,2,Quinta,64.55
959,10797410455,"Feb 16, 2024, 10:12:54 PM",Treino academia,Weight Training,,4804,0.0,135.0,13.0,False,,,activities/11543769656.tcx.gz,,,4804.0,4804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,105.51956939697266,,,536.0,,,13.0,0.0,,1.0,,2024,2,Sexta,80.06666666666666
960,10797410480,"Feb 19, 2024, 10:53:30 PM",Caminhada de Aquecimento,Walk,,665,1.04,142.0,2.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11543769675.tcx.gz,,,665.0,665.0,1046.76806640625,2.761557340621948,1.5740872621536257,0.0,0.0,14.399999618530272,15.399999618530272,1.928145289421081,0.0477660745382308,,,65.0,36.64984893798828,,121.72171020507812,,,94.0,,,2.0,0.0,,1.0,,2024,2,Segunda,11.083333333333334
961,10797410593,"Feb 19, 2024, 11:41:45 PM",Caminhada de relaxamento,Walk,,563,0.75,168.0,8.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11543769764.tcx.gz,,,563.0,563.0,751.3179321289062,4.219478130340576,1.334490180015564,0.0,0.0,14.699999809265137,15.199999809265137,1.005600094795227,0.0,,,67.0,61.00204849243164,,146.0389404296875,,,108.0,,,8.0,0.0,,1.0,,2024,2,Segunda,9.383333333333333
962,10797410611,"Feb 19, 2024, 11:04:48 PM",Corrida na UFPE,Run,,2178,5.39,198.0,87.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11543769729.tcx.gz,,,2178.0,1932.0,5391.23681640625,4.114651203155518,2.7904953956604004,4.0019049644470215,5.801904678344727,11.600000381469728,16.899999618530273,16.62935447692871,-0.0204034820199012,,,92.0,89.0877914428711,,168.02545166015625,,,452.0,,,87.0,0.0,,1.0,5406.5,2024,2,Segunda,36.3
963,10810589681,"Feb 20, 2024, 10:16:39 PM",Treino academia,Weight Training,,3673,0.0,180.0,12.0,False,,,activities/11557308845.tcx.gz,,,3673.0,3673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,106.79009246826172,,,420.0,,,12.0,0.0,,1.0,,2024,2,Terca,61.21666666666667
964,10829771107,"Feb 22, 2024, 10:39:36 PM",Caminhada de Aquecimento,Walk,,690,1.07,153.0,4.0,False,,ASICS Asics Gel Pacemaker 3 Asics Gel Pacemaker 3,activities/11577057772.tcx.gz,,,690.0,690.0,1071.0579833984375,3.06449294090271,1.5522578954696655,0.0,0.0,14.399999618530272,15.199999809265137,1.0159446001052856,-0.037346251308918,,,67.0,38.5645866394043,,129.7764892578125,,,110.0,,,4.0,0.0,,1.0,,2024,2,Quinta,11.5
965,10829771164,"Feb 23, 2024, 10:27:25 PM",Treino academia,Weight Training,,2662,0.0,136.0,7.0,False,,,activities/11577057886.tcx.gz,,,2662.0,2662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,104.49586486816406,,,291.0,,,7.0,0.0,,1.0,,2024,2,Sexta,44.36666666666667
