,Unnamed: 0,Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Filename,Max Speed,Average Speed,Calories,data_ano,data_mes,dia_semana,tempo_min
541,541,7771138762,"Sep 6, 2022, 10:47:36 PM",Caminhada de aquecimento,Walk,,2007,2.97,138.0,activities/8299303548.tcx.gz,2.378300189971924,1.5304851531982422,282.0,2022,9,Terca,33.45
542,542,7771138898,"Sep 6, 2022, 11:21:20 PM",Corrida na UFPE - parte 1,Run,,444,1.0,156.0,activities/8299303715.tcx.gz,3.743206262588501,2.3866782188415527,85.0,2022,9,Terca,7.4
543,543,7771139086,"Sep 6, 2022, 11:30:32 PM",Corrida na UFPE - parte 2,Run,,1655,3.63,175.0,activities/8299303889.tcx.gz,3.745248079299927,2.407677412033081,336.0,2022,9,Terca,27.58333333333333
544,544,7779856385,"Sep 7, 2022, 10:46:29 PM",Treino Funcional,Workout,,2375,0.0,141.0,activities/8309154071.tcx.gz,0.0,0.0,258.0,2022,9,Quarta,39.583333333333336
545,545,7779856571,"Sep 8, 2022, 10:12:52 PM",Caminhada de aquecimento,Walk,,1271,2.01,153.0,activities/8309154281.tcx.gz,2.5684053897857666,1.580649733543396,199.0,2022,9,Quinta,21.183333333333334
546,546,7779856857,"Sep 8, 2022, 10:34:14 PM",Corrida na UFPE,Run,,2936,5.51,182.0,activities/8309154502.tcx.gz,4.0668463706970215,2.6304750442504883,479.0,2022,9,Quinta,48.93333333333333
547,547,7785257701,"Sep 9, 2022, 10:11:23 PM",Treino Funcional,Workout,,3127,0.0,141.0,activities/8315261208.tcx.gz,0.0,0.0,386.0,2022,9,Sexta,52.11666666666667
548,548,7801330100,"Sep 12, 2022, 10:54:51 AM",Caminhada matinal na UFPE,Walk,,2122,3.17,140.0,activities/8333460604.tcx.gz,2.718949794769287,1.5125094652175903,298.0,2022,9,Segunda,35.36666666666667
549,549,7806545964,"Sep 13, 2022, 8:54:25 PM",Caminhada na UFPE,Walk,,4292,6.05,139.0,activities/8339283241.tcx.gz,6.348332405090332,1.8784940242767327,468.0,2022,9,Terca,71.53333333333333
550,550,7806546370,"Sep 13, 2022, 9:51:27 PM",Corrida na UFPE,Run,,3193,5.75,183.0,activities/8339283702.tcx.gz,3.930776357650757,3.7990918159484863,262.0,2022,9,Terca,53.21666666666667
551,551,7816966788,"Sep 14, 2022, 10:02:40 PM",Treino Funcional,Workout,,2715,0.0,139.0,activities/8350954640.tcx.gz,0.0,0.0,304.0,2022,9,Quarta,45.25
552,552,7816967042,"Sep 14, 2022, 10:51:00 PM",Treino Funcional,Workout,,1440,0.0,139.0,activities/8350954933.tcx.gz,0.0,0.0,125.0,2022,9,Quarta,24.0
553,553,7816967391,"Sep 15, 2022, 10:22:39 PM",Caminhada na UFPE,Walk,,4146,4.68,129.0,activities/8350955215.tcx.gz,2.535572290420532,1.451967716217041,409.0,2022,9,Quinta,69.1
554,554,7841671423,"Sep 20, 2022, 10:41:26 PM",Caminhada de aquecimento,Walk,,1204,2.02,134.0,activities/8378820037.tcx.gz,3.286555290222168,1.713554620742798,180.0,2022,9,Terca,20.066666666666663
555,555,7841671538,"Sep 20, 2022, 11:01:47 PM",Corrida na UFPE,Run,,2745,6.49,252.0,activities/8378820155.tcx.gz,14.077478408813477,3.2861311435699463,305.0,2022,9,Terca,45.75
556,556,7849653479,"Sep 21, 2022, 9:55:08 PM",Treino Funcional,Workout,,4494,0.0,168.0,activities/8387764664.tcx.gz,0.0,0.0,618.0,2022,9,Quarta,74.9
557,557,7854850998,"Sep 22, 2022, 10:18:39 PM",Caminhada de aquecimento,Walk,,1261,2.04,145.0,activities/8393592212.tcx.gz,2.8690218925476074,1.624044418334961,188.0,2022,9,Quinta,21.016666666666666
558,558,7854851207,"Sep 22, 2022, 10:39:56 PM",Corrida na UFPE,Run,,2294,5.38,181.0,activities/8393592425.tcx.gz,4.219846725463867,2.7375848293304443,388.0,2022,9,Quinta,38.23333333333333
559,559,7872789744,"Sep 26, 2022, 3:19:49 PM",Caminhada de aquecimento,Walk,,512,1.02,128.0,activities/8413996295.tcx.gz,8.348556518554688,2.009422063827514,64.0,2022,9,Segunda,8.533333333333333
560,560,7872789798,"Sep 26, 2022, 3:28:37 PM",Corrida matinal na UFPE,Run,,1232,3.1,173.0,activities/8413996387.tcx.gz,3.6453371047973633,2.930478811264038,194.0,2022,9,Segunda,20.53333333333333
561,561,7877625093,"Sep 27, 2022, 10:26:07 PM",Caminhada de aquecimento,Walk,,753,1.22,130.0,activities/8419360236.tcx.gz,3.137261152267456,1.6219061613082886,84.0,2022,9,Terca,12.55
562,562,7877625271,"Sep 27, 2022, 10:38:53 PM",Corrida na UFPE,Run,,2211,5.32,179.0,activities/8419360392.tcx.gz,3.676803827285767,2.6001641750335693,404.0,2022,9,Terca,36.85
563,563,7877625353,"Sep 27, 2022, 11:16:05 PM",Caminhada de relaxamento,Walk,,660,1.02,126.0,activities/8419360554.tcx.gz,8.942728042602539,1.5466514825820925,88.0,2022,9,Terca,11.0
564,564,7884752270,"Sep 28, 2022, 10:17:14 PM",Treino Funcional,Workout,,4013,0.0,164.0,activities/8427334209.tcx.gz,0.0,0.0,558.0,2022,9,Quarta,66.88333333333334
565,565,7920203538,"Sep 30, 2022, 10:29:16 PM",Treino Funcional,Workout,,3989,0.0,158.0,activities/8467230082.tcx.gz,0.0,0.0,465.0,2022,9,Sexta,66.48333333333333
566,566,7920203685,"Oct 4, 2022, 10:06:21 PM",Caminhada na UFPE,Walk,,3584,4.85,156.0,activities/8467230274.tcx.gz,0.0,1.3546316623687744,502.0,2022,10,Terca,59.73333333333333
567,567,7920203915,"Oct 5, 2022, 10:15:12 PM",Treino Funcional,Workout,,2934,0.0,148.0,activities/8467230486.tcx.gz,0.0,0.0,354.0,2022,10,Quarta,48.9
568,568,7920204074,"Oct 5, 2022, 11:05:00 PM",Corrida na esteira da academia,Run,,716,1.38,184.0,activities/8467230661.tcx.gz,0.0,1.927374243736267,164.0,2022,10,Quarta,11.933333333333334
569,569,7932659109,"Oct 7, 2022, 9:19:00 PM",Caminhada noturna na UFPE,Walk,,3862,4.06,180.0,activities/8481347305.tcx.gz,2.739418029785156,1.0511574745178225,646.0,2022,10,Sexta,64.36666666666666
570,570,7932659177,"Oct 8, 2022, 6:44:58 PM",Caminhada de aquecimento na UFPE,Walk,,2225,3.0,159.0,activities/8481347449.tcx.gz,3.916414260864258,1.349150538444519,339.0,2022,10,Sabado,37.083333333333336
