,Unnamed: 0,Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Filename,Max Speed,Average Speed,Calories,Recovery,With Pet,Competition,Long Run,For a Cause,data_ano,data_mes,dia_semana,tempo_min
0,200,4584503511,"Jan 7, 2021, 9:58:51 PM",Caminhada de aquecimento,Walk,,1912,3.01,182.0,activities/4897479218.gpx.gz,3.0999999046325684,1.5766736268997192,277.79840087890625,,,,,,2021,1,Quinta,31.866666666666667
1,201,4584504095,"Jan 7, 2021, 10:31:31 PM",Corrida na UFPE,Run,,1632,4.01,189.0,activities/4897479721.gpx.gz,2.900000095367432,2.4617035388946533,408.0630493164063,,,,,,2021,1,Quinta,27.2
2,202,4595232636,"Jan 8, 2021, 8:42:36 PM",Caminhada acompanhando Davi na bike,Walk,,2438,3.29,185.0,activities/4908716947.gpx.gz,3.0,1.399023413658142,303.6098937988281,,,,,,2021,1,Sexta,40.63333333333333
3,203,4595232868,"Jan 8, 2021, 10:27:51 PM",Funcional,Elliptical,,3300,0.0,128.0,activities/4908717130.gpx.gz,0.0,0.0,,,,,,,2021,1,Sexta,55.0
4,204,4595233121,"Jan 9, 2021, 10:35:42 PM",Caminhada de aquecimento,Walk,,1821,3.02,162.0,activities/4908717431.gpx.gz,1.899999976158142,1.6594728231430054,278.4710998535156,,,,,,2021,1,Sabado,30.35
5,205,4595233387,"Jan 9, 2021, 11:09:14 PM",Corrida na UFPE,Run,,1684,4.03,179.0,activities/4908717679.gpx.gz,3.0999999046325684,2.5526914596557617,398.5254211425781,,,,,,2021,1,Sabado,28.066666666666663
6,206,4605823396,"Jan 11, 2021, 8:49:40 PM",Caminhada acompanhando Davi na bike,Walk,,2176,3.05,155.0,activities/4919832761.gpx.gz,3.5999999046325684,1.4603917598724363,281.6687316894531,,,,,,2021,1,Segunda,36.266666666666666
7,207,4605950944,"Jan 11, 2021, 10:06:15 PM",Funcional,Elliptical,,2031,0.0,139.0,activities/4919964173.gpx.gz,0.0,0.0,,,,,,,2021,1,Segunda,33.85
8,208,4624266618,"Jan 14, 2021, 10:47:32 PM",Funcional,Workout,,3129,0.0,165.0,activities/4939097880.gpx.gz,0.0,0.0,,,,,,,2021,1,Quinta,52.15
9,209,4630074024,"Jan 15, 2021, 10:09:42 PM",Caminhada de aquecimento,Walk,,1990,3.28,135.0,activities/4945139648.gpx.gz,2.0,1.6493970155715942,302.4672241210937,,,,,,2021,1,Sexta,33.166666666666664
10,210,4630074472,"Jan 15, 2021, 10:44:06 PM",Corrida na UFPE,Run,,1576,4.03,184.0,activities/4945140090.gpx.gz,3.0999999046325684,2.5569162368774414,399.25341796875,,,,,,2021,1,Sexta,26.266666666666666
11,211,4646238106,"Jan 18, 2021, 10:28:37 PM",Funcional,Workout,,3183,0.0,154.0,activities/4961996347.gpx.gz,0.0,0.0,,,,,,,2021,1,Segunda,53.05
12,212,4649625110,"Jan 19, 2021, 10:52:34 PM",Caminhada de aquecimento,Walk,,1182,2.01,173.0,activities/4965488862.gpx.gz,2.0999999046325684,1.7009305953979492,185.26959228515625,,,,,,2021,1,Terca,19.7
13,213,4649625434,"Jan 19, 2021, 11:13:13 PM",Corrida na UFPE,Run,,1910,5.02,186.0,activities/4965489195.gpx.gz,3.400000095367432,2.6304712295532227,500.4720764160156,,,,,,2021,1,Terca,31.83333333333333
14,214,4658029769,"Jan 20, 2021, 11:27:21 PM",Funcional,Workout,,2089,0.0,145.0,activities/4974238668.gpx.gz,0.0,0.0,,,,,,,2021,1,Quarta,34.81666666666667
15,215,4660004076,"Jan 21, 2021, 10:35:18 PM",Caminhada de aquecimento,Walk,,1819,3.01,151.0,activities/4976274586.gpx.gz,2.5999999046325684,1.6571192741394043,277.770751953125,,,,,,2021,1,Quinta,30.316666666666663
16,216,4660004790,"Jan 21, 2021, 11:06:12 PM",Corrida na UFPE,Run,,1577,4.01,180.0,activities/4976275293.gpx.gz,3.0,2.5575430393218994,402.110107421875,,,,,,2021,1,Quinta,26.28333333333333
17,217,4676584432,"Jan 24, 2021, 11:56:58 AM",Trilha das Nascentes de Aldeia,Hike,Trilha das Nascentes de Aldeia realizada com o grupo Trilha Eco Verdejante,12662,5.22,188.0,activities/4993564575.gpx.gz,2.299999952316284,0.9509921669960022,481.3783874511719,,,,,,2021,1,Domingo,211.03333333333333
18,218,4686978666,"Jan 26, 2021, 10:22:59 PM",Caminhada de aquecimento,Walk,,644,1.0,162.0,activities/5004360352.gpx.gz,1.7999999523162842,1.5627329349517822,92.7407684326172,,,,,,2021,1,Terca,10.733333333333333
19,219,4686979339,"Jan 26, 2021, 10:35:03 PM",Corrida na UFPE,Run,,2628,6.02,190.0,activities/5004360974.gpx.gz,2.799999952316284,2.297481775283813,601.3497924804688,,,,,,2021,1,Terca,43.8
